row,col,x_grid,y_grid,density
18,7,7.5,18.5,0.0
18,8,8.5,18.5,0.0
18,9,9.5,18.5,0.0
18,10,10.5,18.5,0.0
18,11,11.5,18.5,0.0
18,12,12.5,18.5,0.0
18,13,13.5,18.5,0.0
18,14,14.5,18.5,0.0
18,15,15.5,18.5,0.0
18,16,16.5,18.5,0.0
18,17,17.5,18.5,0.0
18,18,18.5,18.5,0.0
18,19,19.5,18.5,0.0
18,20,20.5,18.5,0.0
18,21,21.5,18.5,0.0
18,22,22.5,18.5,0.0
18,23,23.5,18.5,1.4867389985998377e-07
18,24,24.5,18.5,2.6819979497849213e-06
18,25,25.5,18.5,2.2345607932482116e-05
18,26,26.5,18.5,9.430989371569622e-05
18,27,27.5,18.5,0.00027769490718906447
18,28,28.5,18.5,0.000650496118482654
18,29,29.5,18.5,0.0008939541151397484
18,30,30.5,18.5,0.000590496135039545
18,31,31.5,18.5,0.00035590205009910613
18,32,32.5,18.5,0.001510155510766067
18,33,33.5,18.5,0.0051448245877179
18,34,34.5,18.5,0.007775566114961293
18,35,35.5,18.5,0.0051436509410175656
18,36,36.5,18.5,0.001488983549533919
18,37,37.5,18.5,0.00018861978743139247
18,38,38.5,18.5,1.0455951090654308e-05
18,39,39.5,18.5,0.0
19,0,0.5,19.5,0.0
19,1,1.5,19.5,0.0
19,2,2.5,19.5,0.0
19,3,3.5,19.5,0.0
19,4,4.5,19.5,0.0
19,5,5.5,19.5,0.0
19,6,6.5,19.5,0.0
19,7,7.5,19.5,0.0
19,8,8.5,19.5,0.0
19,9,9.5,19.5,0.0
19,10,10.5,19.5,0.0
19,11,11.5,19.5,0.0
19,12,12.5,19.5,0.0
19,13,13.5,19.5,0.0
19,14,14.5,19.5,0.0
19,15,15.5,19.5,0.0
19,16,16.5,19.5,0.0
19,17,17.5,19.5,0.0
19,18,18.5,19.5,0.0
19,19,19.5,19.5,0.0
19,20,20.5,19.5,0.0
19,21,21.5,19.5,0.0
19,22,22.5,19.5,0.0
19,23,23.5,19.5,8.241590379048973e-09
19,24,24.5,19.5,1.4867389985998377e-07
19,25,25.5,19.5,1.330562190573111e-06
19,26,26.5,19.5,6.885000694637981e-06
19,27,27.5,19.5,2.8474465109521e-05
19,28,28.5,19.5,8.124659017353434e-05
19,29,29.5,19.5,0.00011786382229858386
19,30,30.5,19.5,9.770730727246517e-05
19,31,31.5,19.5,0.00038975235133237936
19,32,32.5,19.5,0.002903111351663057
19,33,33.5,19.5,0.010019093291655685
19,34,34.5,19.5,0.015145448843201176
19,35,35.5,19.5,0.010018936376165445
19,36,36.5,19.5,0.0029002806798134125
19,37,37.5,19.5,0.00036739850180951815
19,38,38.5,19.5,2.036637204406392e-05
19,39,39.5,19.5,0.0
